year,distributor_id,distributor,segment,company,revenue,new_customers,repeat_customers,requests_for_quotes,months_purchased,contract_renewals,customer_retention,order_value,number_orders,employees,new_customers_impact,repeat_customers_impact,requests_for_quotes_impact,months_purchased_impact,contract_renewals_impact,customer_retention_impact,order_value_impact,number_orders_impact,employees_impact
2022,3507380276683,Michael Mason,Segment 4,Gallagher-Smith,30155333.28036552,0.6,672.6518968166939,351.0,6.02320531232858,293.0,54.0,679552.1056423371,1757.0,509.0,-1667238.1,646010.44,-74742.79,433976.47,2547891.2,527354.6,46919.293,-669487.75,-1081342.9
2023,2242661446287,Timothy Moran,Segment 2,"Sandoval, Hogan and Jefferson",646463.27849532,0.6,53.3,6.0,8.259965490627389,287.0,54.0,160282.6,1757.0,10563.0,-1405846.2,78219.9,-431194.12,-435617.8,1510754.9,134485.92,-835714.8,-728878.25,-154737.4
2023,6367946288430,Barbara Mora,Segment 4,"Aguirre, James and Gill",1541616.5725192246,9.195831657702144,5504.573287067713,165.0,6.12431466239607,202.0,54.0,350208.15825482097,1757.0,509.0,-1717736.9,-68608.18,-231287.02,-100106.18,159994.53,351724.28,-307626.12,-820260.6,-706012.9
2023,189187491204,Cheryl Savage,Segment 1,"Hernandez, Palmer and Carr",963642.4978206971,0.6,53.3,761.0,8.962240402769035,334.0,767.0,995878.8575245646,1757.0,16787.0,-1572824.1,167218.92,-626911.44,-306301.44,1230728.2,-150105.92,137856.97,-822018.2,1472946.8
2023,5521530801318,Kristi Torres,Segment 5,"Medina, Taylor and Santos",646463.27849532,29.4839706100009,2138.3022847797884,484.0,6.263340898227228,5.0,54.0,160282.6,1757.0,10817.0,-602276.2,-622814.9,-272156.22,-317462.9,-1422744.5,-29721.855,-708998.2,-460125.66,-7326.253
2023,1506344593677,Nancy Brown,Segment 1,"Castro, Wilson and Rowe",646463.27849532,18.85602096661999,794.1348663803635,383.0,6.731950663518515,5.0,54.0,635464.9990928291,1757.0,22132.0,-1317727.5,-10308.428,-231469.0,197632.58,-1499214.2,78866.22,21737.775,-520562.34,923309.75
2022,7415939007434,Corey Ross,Segment 4,"Hall, Perez and Webb",646463.27849532,49.26237680492118,1151.321393260024,6.0,8.139718755378926,5.0,2981.0,1610895.8806836745,21539.0,14325.0,696191.25,-99436.62,-262395.56,-329364.6,-1552838.4,-452084.03,-75983.61,170165.77,408430.22
2022,3449325373678,John Baker,Segment 2,"Moore, Marshall and Malone",15663753.44062883,3.399413303488796,1029.184713860048,6.0,4.893336821089041,242.0,54.0,509393.5646050883,273915.0,23515.0,-2653744.8,-250931.95,-529419.7,2049795.6,1079667.8,440620.6,916164.06,2713248.2,1176949.6
2022,8806973416426,Kenneth Vargas,Segment 5,Young-Mccoy,2096419.882216548,0.6,185.38395224736803,472.0,6.335730658832369,5.0,54.0,160282.6,1757.0,10823.0,-964371.1,-209913.42,-273857.25,-476070.34,-1196101.9,-50778.715,-784132.56,-501574.9,49582.4
2022,8418940853341,Samantha Patrick,Segment 5,Coleman Inc,8214605.971395096,427.5392335034768,334.4765690473368,87.0,6.2186861866472105,82.0,54.0,160282.6,1757.0,1426.0,2188130.8,-685027.75,-940498.9,-226839.45,-123005.836,-59746.605,-1912130.9,-915349.8,-862758.44
2022,9766601754452,Gabriel Olson,Segment 5,"Hoover, Hamilton and Braun",6021493.106114999,94.19676530704896,53.3,870.0,6.746173044692613,5.0,1926.0,160282.6,1757.0,7071.0,2234560.0,71715.92,-404136.16,416350.06,-1688642.0,-130618.516,-693527.5,-791780.3,-437633.1
2023,9348537305160,Patricia Reynolds,Segment 2,Hanna-Clark,1932085.332086332,170.42050854843876,2641.0732298549447,1562.0,6.0913903845661,246.0,2037.0,160282.6,1757.0,17119.0,2365363.0,62040.426,486383.56,-302777.78,708211.06,-237482.66,-1204917.2,-1019566.8,879894.44
2022,9130972231957,Julie Lawson,Segment 4,Smith Inc,3100338.043147133,168.5108271601493,407.8091313536473,241.0,6.096090351189647,5.0,921.0,1315353.6983978197,1757.0,509.0,1122145.1,-306354.0,-485811.28,18758.838,-1745532.6,-342943.03,-8692.315,-731237.3,-1250726.4
2022,847443972071,Michele Parsons,Segment 5,Pope-Lee,24290885.15966283,45.46724008240354,396.8930923190146,327.0,6.127963900523527,5.0,144.0,160282.6,25140.0,8441.0,1667935.9,-40362.406,-13201.969,331760.2,-1896027.9,209950.61,-461177.1,1712135.1,311657.2
2022,6036186036919,Christopher Rivera,Segment 6,Mullins-Smith,5066197.658708526,0.6,2751.3510486047053,1051.0,6.181769978528726,368.0,1574.0,2166645.8803208675,5922.0,69762.0,-1970843.4,-414593.75,373604.62,151140.45,2299647.0,121990.945,908079.9,-532082.44,546801.4
2022,9707401375188,Zachary Curtis,Segment 4,Davis-Hicks,15031671.837425992,0.6,53.3,821.0,5.311030157048981,252.0,3364.0,538080.9531096629,1757.0,6131.0,-1535322.8,169349.19,-543437.5,-138533.73,674511.4,-659152.9,23387.883,-764527.06,-530062.25
2023,2805129472107,Wendy Wood,Segment 6,"Rivera, Mccarthy and Todd",13247115.731770055,66.20641890804707,53.3,1693.0,5.143514922474232,372.0,1020.0,160282.6,1757.0,16511.0,322181.9,272527.16,1292029.4,887663.56,2961047.2,78476.766,-636549.4,-971739.94,1631553.9
2023,752928902965,Paula Campos,Segment 4,Ford Ltd,9948641.851671351,200.8196422267997,259.16173314708175,230.0,8.087045274677934,350.0,3186.0,160282.6,106486.0,7809.0,2112359.2,-569934.94,-852502.0,-416465.34,1711807.8,-787004.4,-635473.2,3014060.8,-447555.38
2022,2936457715007,Nicole Howell,Segment 4,Leonard and Sons,646463.27849532,0.6,1120.3723604775382,273.0,6.08402544098884,677.0,54.0,3868987.417993879,1757.0,509.0,-1283510.0,-65772.88,-383873.16,53800.926,929135.8,323769.6,1084929.8,-654148.2,-972858.25
2023,2953021618168,Michelle Bell,Segment 6,Cole Group,47625670.78934643,237.7184452786836,1369.4454932059516,1250.0,6.050349223544716,907.0,1828.0,1294370.937734378,47830.0,1215.0,11289529.0,853590.25,4209723.0,181439.23,3384767.0,218342.62,1919440.6,6308766.0,751231.0
2022,4210183762411,Aaron Manning,Segment 4,Adams-Fields,7310777.336278025,16.129502076182817,53.3,6.0,8.44488106772326,86.0,2097.0,2655620.475850124,47619.0,11484.0,-1832327.5,37499.246,-349004.25,214075.2,-527002.44,-155467.62,312373.06,2995594.8,41492.676
2022,2448125926955,Chelsea Vazquez,Segment 3,Harrison Inc,646463.27849532,0.6,197.84484464037456,6.0,8.962240402769035,5.0,54.0,439723.03141887486,1757.0,9955.0,-1199772.8,-213435.14,-179069.6,-33886.22,-1184874.2,15239.907,255541.12,-641783.75,-77841.36
2022,8681254504258,Joseph Haynes,Segment 6,"Coleman, Phillips and Murphy",5477190.867875423,87.5056064104337,53.3,7415.0,6.252311820854618,163.0,1685.0,182759.5917276335,1757.0,11169.0,1837272.5,434109.5,611435.6,-462929.72,-70021.68,88428.99,-594104.8,-789593.5,-134114.02
2023,9427241922426,Alicia Espinoza,Segment 6,Foley and Sons,975115.0549663472,46.82571311459096,53.3,215.0,6.269394575662435,898.0,335.0,160282.6,1757.0,5995.0,3029283.8,125604.58,-292940.9,-383147.88,2616619.8,78186.695,-676498.94,-605270.5,-325264.62
2023,1110459859315,Lauren Riley,Segment 5,"Aguilar, Martinez and Osborn",10882505.301172975,46.93246266067247,53.3,897.0,7.542947045970332,368.0,20416.0,3414598.451767549,1757.0,12798.0,2421782.2,330427.6,-427873.2,-1024.4359,2769866.0,-305223.88,668062.9,-871804.25,321265.62
2022,8382927568095,Brett Martinez,Segment 5,Patrick-Moran,7419291.575035587,223.15835804871296,53.3,874.0,6.232780436709485,280.0,54.0,268253.8116722029,2208.0,1943.0,5396503.5,-687281.2,-514228.62,-120878.766,2266099.2,198824.52,437193.84,-1120683.9,-666373.1
2022,2966279338740,Kristina Lee,Segment 6,Baker Ltd,2951673.2853262625,505.46562417982886,713.6432343001197,1057.0,7.9400755581317775,34.0,54.0,160282.6,20525.0,11880.0,1756834.5,309800.3,519914.66,-1157771.4,-199822.64,63301.445,-2427392.0,-2516.6675,-512641.3
2023,3043927445308,Steven Key,Segment 6,Garcia-Thomas,1838795.2584759248,0.6,663.2838121365145,6.0,5.96355149036214,5.0,1032.0,293727.43107561965,1757.0,509.0,-1366639.2,343599.25,-265926.38,208951.22,-1057947.6,-258472.1,-134782.11,-518021.47,-1107537.4
2023,6770520019281,Julia Moore,Segment 4,Dixon Inc,1379430.1907553994,0.6,791.9148528561061,6.0,8.024747426021282,1866.0,778.0,160282.6,5107.0,17574.0,-1255287.2,-67689.21,-554656.9,-523420.88,-193781.38,-203075.47,-940364.0,-363253.0,647314.6
2022,235185333197,Michael Hicks,Segment 5,Browning-Sims,1855324.766794057,0.6,63.55771341237687,1123.0,8.327785413156036,64.0,909.0,655185.5156573011,1757.0,9103.0,-1536455.4,78743.76,148775.72,-329894.28,-158089.84,-155987.94,-21904.018,-685240.4,-212581.23
2023,2687408685244,Lynn Garcia,Segment 5,"Mendoza, Smith and Kirk",646463.27849532,3.2748703333905524,1537.537442926966,161.0,7.9492787405095715,271.0,54.0,7381417.155371654,43444.0,509.0,-2219615.5,-704207.3,-230237.1,14097.533,1389436.9,2289.2588,977440.06,2838933.0,-1369737.0
2022,8823917597713,Justin Richardson,Segment 6,Swanson LLC,646463.27849532,0.6,292.0645979210175,1275.0,6.339430984473819,243.0,54.0,160282.6,1757.0,7854.0,-1612361.0,-209928.55,490566.97,-443913.6,746580.0,85481.336,-811829.75,-666142.94,-342798.56
2022,906093870073,Stacey Ball,Segment 5,"Hampton, Ibarra and Evans",5795542.320354581,41.7087729482282,500.1282550406248,653.0,5.346737904704415,228.0,4122.0,160282.6,1757.0,9177.0,717294.8,891729.5,-237177.9,-311939.44,383169.06,-810149.1,-464066.0,-633730.06,-88499.77
2022,5988429772188,Madeline Soto,Segment 5,Carlson-Davis,646463.27849532,68.02385175791973,698.7011364383683,743.0,6.992221015623227,5.0,388.0,160282.6,1757.0,10179.0,314282.22,18079.793,-426442.16,823393.44,-1696465.5,157312.9,-609391.2,-713068.25,-26834.023
2022,7059344560490,Aaron Mitchell,Segment 5,"Williams, Williams and Ross",9410448.7465289,60.56406356500494,827.545672480263,1404.0,5.972406511162332,679.0,1755.0,160282.6,7144.0,109729.0,484875.66,122348.414,1256792.9,233123.72,1074125.9,93062.32,-790203.75,-503926.53,1210555.1
2022,7462290894357,James Jones,Segment 5,"Strickland, Pierce and Little",6530732.391062987,10.807178601350556,1891.219045791212,6.0,8.096778998771914,20.0,1351.0,2131057.60980546,1757.0,15960.0,-1603197.0,-499860.16,-373305.12,-146054.67,-18862.293,-25609.64,1197132.6,-492383.72,1354599.9
2023,8756882395186,Mark Brown,Segment 4,Taylor PLC,646463.27849532,0.6,856.1788725010972,6.0,6.35723248380931,5.0,54.0,160282.6,8665.0,3902.0,-1182939.9,157868.1,-298473.3,-478769.12,-1314033.6,25861.092,-682160.8,-265941.06,-272354.22
2023,7141990313121,Joel Harrison,Segment 3,Wilson-Rivera,3571675.1346431253,219.9972955217193,231.4946650349493,1042.0,6.077955221687465,5.0,3716.0,160282.6,1757.0,61215.0,3609182.5,-780911.3,396592.62,260036.69,-1628057.0,-563254.5,-1250121.9,-1016755.56,-847662.06
2022,9528425225040,Amanda Le,Segment 6,"Ortega, Jenkins and Russo",12628294.857189631,0.6,2824.585861616675,267.0,7.5720574136017,800.0,1186.0,3155089.9557561213,39897.0,16211.0,-1704293.0,211911.16,-453982.75,372452.12,2839038.2,-250036.12,841864.75,3220698.5,1887951.4
2022,5548666602435,Jeremy Garcia,Segment 4,"Cameron, English and Lawson",9853211.332339142,228.1033070421752,1682.7313265494763,361.0,5.973982425933936,320.0,54.0,1541343.44832843,45371.0,3319.0,6475339.0,-424331.88,-767624.25,-753115.1,1687987.0,95145.69,31507.297,4288352.5,-364288.9
2023,3025642383448,Tony Soto,Segment 5,"Melendez, Parker and Galvan",646463.27849532,0.6,1957.2301915001576,28.0,6.228100716573341,9.0,2467.0,4423610.277338004,29569.0,15405.0,-1795663.4,-761692.06,-242803.97,-424077.5,-1461759.9,-665902.7,1133919.0,810719.25,2855751.8
2022,2184528994046,Brenda Wright,Segment 4,Hanson PLC,4964239.166891336,0.6,53.3,6.0,6.287634808701714,109.0,54.0,2589033.0046656253,14347.0,509.0,-1463595.5,6943.269,-309583.94,-257201.56,88733.22,265406.03,424807.7,130937.77,-1015669.6
2022,115633864223,Maria Stephens,Segment 6,"Thompson, Valdez and Ford",31870025.08279977,123.64479394784466,977.7640156090608,203.0,4.734024300618026,136.0,11201.0,160282.6,17194.0,509.0,5553125.5,566075.8,-136095.34,3176755.0,1090958.4,2353065.5,-521804.88,409065.22,-922348.5
2023,6507131843994,Danielle Reyes,Segment 4,Jones Ltd,1835887.0035077515,55.24246687002676,5509.697167397517,6.0,5.986010477151845,128.0,296.0,3107788.582489595,53311.0,509.0,1711426.0,1107534.6,-24092.111,11678.016,797834.4,130632.87,837787.25,4707862.0,-821525.25
2023,5902809717811,Suzanne Schmidt,Segment 5,Knapp PLC,3798672.753641474,0.6,53.3,172.0,8.638930143492244,690.0,2097.0,1543374.1979224605,1757.0,16517.0,-1320759.1,217442.5,-608195.3,-243971.66,1032829.8,-151681.25,67857.34,-805774.0,1487368.1
2023,2627035491405,Joseph Lopez,Segment 5,Freeman Ltd,19851925.695888527,73.85757613921976,1629.4515567319609,298.0,6.780780084693424,104.0,567.0,3699041.5219010506,130681.0,16132.0,899517.44,-1025335.6,-415443.4,1118929.0,232972.98,27196.617,1056586.8,2167982.0,1791873.4
2022,2418603253217,Brandon Floyd,Segment 5,Harvey-Simpson,646463.27849532,151.69965585622612,340.8266368616668,318.0,5.14175403732976,359.0,5634.0,1435968.7283201336,1757.0,11622.0,1020025.25,-276375.72,-797189.4,-278280.2,1537994.6,-654414.0,547617.94,-897852.94,98008.36
2023,2534253175362,Grant Gonzalez,Segment 5,Wright Ltd,2634269.433869223,36.0280001086779,2987.66131424712,6.0,5.809101515897564,213.0,19007.0,160282.6,1757.0,777.0,-428150.84,-570947.7,-98848.13,1892.5662,-194072.55,-417492.4,-662433.44,-732263.25,-499662.9
2023,7245520971222,Julie Hardy,Segment 6,Bowen PLC,13092534.596905258,39.371417759842856,1321.1318556966594,2981.0,7.298166691517165,35.0,284.0,160282.6,206212.0,13340.0,846521.3,-116603.734,677523.1,1455132.5,-639158.5,315526.06,-494664.06,2373266.5,489493.2
2023,5572004206573,Michael Jones Jr.,Segment 3,"Peterson, Powers and Smith",2414430.3514007386,0.6,1110.3351343695726,6.0,5.895336050632749,19.0,2257.0,3376773.1773387017,1757.0,5895.0,-1514356.8,-123581.72,-247276.64,36350.926,269113.06,-392955.7,726517.2,-495356.72,-571373.56
2022,1887713169168,Wanda Webb,Segment 6,Cochran Group,646463.27849532,0.6,53.3,976.0,6.050514904181641,263.0,1776.0,3408174.231004306,1757.0,1460.0,-1716459.9,130613.81,130372.35,167813.88,1211664.4,-492711.44,697484.6,-709389.3,-1265727.6
2022,9192359496892,Robert Henderson,Segment 6,"Ware, Lane and Garza",646463.27849532,0.6,53.3,314.0,8.820557533620672,172.0,2015.0,2087209.884673905,1757.0,7501.0,-1572486.9,147932.11,-158696.77,-16637.516,73621.56,-161744.81,1369051.4,-643222.7,-457406.75
2023,9257041936886,Jon Henson Jr.,Segment 4,"Haynes, Hendricks and Lucas",16550693.608753176,32.09565550180368,53.3,6.0,4.622362327556382,227.0,1608.0,250899.12678204384,9881.0,7044.0,-662068.2,286203.6,-411501.2,633263.94,550438.3,-185538.52,-67452.05,589598.0,-367477.1
2022,8930939648269,Angela Jefferson,Segment 6,Daugherty-Alvarado,646463.27849532,32.357863343569164,53.3,375.0,7.32694010040841,340.0,54.0,160282.6,1757.0,509.0,-120755.945,-5777.6226,-212196.28,503324.8,1661988.0,233041.12,-714581.7,-705343.6,-978137.56
2022,326741803152,Megan Smith,Segment 3,Patel-Johnson,6350708.782539422,0.6,173.14299617964224,503.0,4.428719419574147,295.0,13852.0,160282.6,1757.0,7542.0,-2030056.0,54260.3,-300934.38,1589438.6,1707493.9,424428.78,-688984.75,-660373.6,-524645.0
2022,1600535761231,Monica Jefferson,Segment 5,"Cabrera, Hernandez and Yoder",646463.27849532,17.869430001537268,53.3,6.0,6.205607123448988,133.0,2998.0,160282.6,1757.0,9000.0,-1272879.6,39096.637,-306777.72,-329970.22,13338.321,-422891.5,-824604.75,-575835.75,-151704.77
2022,9102748906000,Gabrielle Brown,Segment 4,Ferguson-Baker,11081978.94521444,73.50332689804507,1417.2500281077473,1040.0,6.135973879352724,174.0,4998.0,2930767.959231473,283084.0,86408.0,820639.1,-1067993.9,301323.34,193531.17,342910.75,-865983.7,187058.08,2784417.0,245523.94
2022,3555861698714,Tim Lee,Segment 2,"Saunders, Weber and Beard",15897506.15653311,17.551866669020377,4448.97475064378,467.0,6.302708209995945,268.0,581.0,1050636.1958397715,6533.0,24647.0,-1713456.2,846798.56,-301050.62,-17839.059,1707240.1,165842.12,68065.42,-529528.2,1342869.4
2022,447447407526,Brandon Garcia,Segment 4,"Kennedy, Patterson and Allison",646463.27849532,0.6,53.3,6.0,6.048136187569343,241.0,54.0,3096938.5662601786,1757.0,3623.0,-1412737.5,119854.8,-302139.44,321144.22,719599.06,279217.28,932022.7,-713289.06,-545937.3
2023,1202375401447,Dakota Sellers,Segment 3,"Anderson, Cameron and Patel",18047715.971354607,80.15065182458044,472.62725506032496,1226.0,7.18784322928947,382.0,1731.0,5395102.022368401,1757.0,30692.0,973283.9,404520.38,2558779.0,876519.8,3368772.8,-450671.8,5447026.5,-704620.25,3760187.8
2022,2300650324111,Matthew Hughes,Segment 5,"Lopez, Rodriguez and King",4854619.96543238,34.130875065512726,53.3,698.0,6.284331366216902,949.0,20416.0,160282.6,26575.0,15624.0,-677067.06,462203.62,-312868.1,-461512.38,3468348.8,-333202.56,-858359.94,2038671.4,1255924.9
2022,8803572797291,Kevin Kirby,Segment 3,"Cross, Davidson and Taylor",4736572.907897728,43.24395396326824,1101.2494523047874,6.0,8.863187927467958,5.0,1925.0,2429958.0690364605,1757.0,16253.0,130561.91,-94196.55,-201951.5,160371.17,-1822501.2,-85612.16,-43058.312,-576544.9,970031.3
2023,6333940514394,Michael Ruiz,Segment 6,Shaw LLC,2196945.558005587,27.27359069219005,172.27381032140926,6.0,3.2274826147051296,207.0,54.0,160282.6,21513.0,509.0,-1102218.8,-182706.34,-286997.8,992906.7,107573.1,44172.258,-723276.25,249936.56,-1306294.8
2022,608644492924,Abigail Wilson,Segment 4,"Taylor, Moreno and Bowen",5325946.962028192,0.6,6086.406765777803,872.0,7.301396808730706,76.0,1143.0,160282.6,1757.0,1660.0,-1660429.9,-85785.87,-318637.3,874706.1,-250878.12,-92271.45,-739664.06,-712793.25,-952312.5
2022,8438785970645,Melinda Adams,Segment 4,"Cannon, Robinson and Leach",5085272.137547834,0.6,53.3,6.0,7.428156400908902,86.0,1154.0,1264078.315623513,21451.0,2598.0,-1567903.8,38767.797,-402167.25,491942.38,-137963.62,-214468.75,189809.97,203726.69,-829285.9
2022,1560113917835,Crystal Francis,Segment 3,Perry Inc,11616519.752782471,0.6,2046.7816791977125,3128.0,7.790100374311855,299.0,436.0,1781803.9970792786,89978.0,16436.0,-2324750.8,-963128.44,890812.9,990818.44,2439874.8,215185.48,-22782.676,3392051.0,2253445.5
2022,9871606128587,Ashley Duncan,Segment 6,Morse-Young,646463.27849532,181.22669780622456,662.6890936910306,737.0,6.325831324982425,5.0,54.0,160282.6,8665.0,6100.0,1901658.9,324527.62,-523016.97,-538409.06,-2016184.6,-84897.99,-630669.94,-466513.06,-380147.3
2023,2243793906298,Robert Sandoval,Segment 2,Wagner-Rodriguez,5038882.574294896,130.2632262746601,53.3,513.0,6.1924295762670125,93.0,2056.0,312858.604588922,1757.0,63569.0,2203025.0,39622.94,-608159.5,298487.38,-182502.86,-16717.494,-373393.1,-843496.94,45514.64
2023,9420968324979,Jose Lewis,Segment 5,Esparza Inc,646463.27849532,0.6,697.9058198189317,6.0,6.094822961682237,5.0,405.0,160282.6,28050.0,7722.0,-1323349.9,-122260.23,-384443.53,33906.914,-1475282.2,13828.33,-596141.3,1328661.5,-193442.2
2022,3466411283673,Cynthia Jackson,Segment 3,"Mcdonald, Johnson and Butler",6124732.924477902,73.95293120267533,851.9381002654573,1295.0,4.894095102286458,67.0,54.0,413469.730897523,1757.0,14751.0,-579580.06,179731.4,704496.0,2428835.5,-303283.44,89133.82,86001.73,-790021.6,1069583.2
2022,1538793770903,Jacob Mccann,Segment 5,Duke PLC,646463.27849532,0.6,1242.383092092705,6.0,6.286408195393119,5.0,1150.0,160282.6,18912.0,15133.0,-1295047.9,333252.84,-132634.55,-430505.9,-1240037.0,-135729.06,-717204.75,84907.52,892503.06
2022,8023113086121,Michelle Hodge,Segment 5,"Lynch, Mcguire and Mills",5496693.951104069,71.37429276409519,1466.8476688796868,1138.0,7.325568626433054,5.0,54.0,2056425.045315956,26984.0,9683.0,23910.87,-897284.94,296062.3,729846.06,-2076129.9,17808.627,672363.56,1489736.8,-218691.2
2022,3323064441839,Christian Moss,Segment 6,Hall-Benjamin,3394819.246414253,79.39045964407947,6087.776726968697,2129.0,4.631405898201182,346.0,54.0,160282.6,49449.0,509.0,620090.44,93920.805,383433.8,-875256.6,2024976.6,253620.38,-814181.06,4689942.0,-1207051.5
2022,2631064282385,Derek Bartlett,Segment 4,"Hill, Levine and Larsen",646463.27849532,0.6,1356.664006129702,6.0,8.802541726501952,5.0,54.0,160282.6,11872.0,2396.0,-1233223.1,117900.62,-59434.523,-95942.484,-1198597.1,17587.412,-715305.4,-157715.48,-702764.6
2023,8027719844505,David Olson,Segment 5,Sanchez-Gill,1529063.2672366654,34.231171031695006,53.3,6.0,5.716421852156529,5.0,157.0,930937.5631960202,7379.0,4644.0,-740683.6,69847.81,-364546.53,102246.6,-1549019.4,-57751.727,-52398.56,-330983.75,-564769.25
2023,8457702971541,Sarah Jones,Segment 4,Nguyen Ltd,8509195.895646125,0.6,793.4128566625279,2679.0,7.8767725374518225,171.0,6660.0,160282.6,1757.0,79269.0,-1217363.0,47636.035,1136490.6,-248149.61,-34711.77,1037154.44,-1112468.5,-645288.44,742610.06
2023,8719528247256,Vanessa Sexton,Segment 1,"Peterson, White and Tanner",646463.27849532,0.6,205.21692511584104,822.0,6.223382181996136,156.0,898.0,160282.6,1757.0,20746.0,-1320707.2,-276394.3,-527832.9,-392099.7,-48740.746,-145516.9,-895742.94,-593850.0,868316.44
2022,2356741532927,Jane Hamilton,Segment 3,Torres-Humphrey,646463.27849532,0.6,53.3,641.0,6.373883836920724,102.0,54.0,160282.6,1757.0,509.0,-1295623.4,-40346.926,-205611.9,-389184.84,-115138.57,84352.33,-824293.25,-625608.0,-1011861.94
2023,3777967633516,Kevin Gray,Segment 5,Garza-Garcia,5138325.323933999,81.7833774658013,180.70415086695965,258.0,6.767758821617225,5.0,781.0,871822.8294751453,1757.0,509.0,455711.6,-341078.2,-229421.47,1146806.4,-1571896.0,-152961.97,73533.086,-626991.8,-1072864.2
2022,3768004981455,Adam Barron,Segment 3,Wiggins Inc,1005965.0699161822,33.062245751289964,53.3,6.0,7.059612673716843,97.0,66.0,160282.6,1757.0,11154.0,-637620.3,-5886.906,-340234.2,454690.97,-346109.16,-70196.7,-833957.25,-547170.75,-58352.508
2022,1697549766352,Daniel Bridges DDS,Segment 5,"Rivas, Baker and Graham",7749282.381442452,42.29268909313433,258.9176319428799,6.0,5.976709251523952,340.0,1473.0,2206128.5473101675,46912.0,32788.0,278095.0,-425606.88,-739533.5,8782.784,2105803.5,-247886.19,549442.8,2281297.0,1093165.2
2023,4052131292652,Deborah Jackson,Segment 6,Watson PLC,35402488.22979589,221.87450958725367,966.135382265128,586.0,6.2434132825638144,5.0,54.0,160282.6,83307.0,2930.0,8195502.5,1054761.9,185396.86,-344388.56,-2199218.5,-24258.441,-598200.75,4606517.5,18492.113
2022,4420342925322,Daniel Steele,Segment 4,"Hunter, Thompson and Haynes",11559447.929802723,71.19103777305942,426.6577758854246,4724.0,6.176425383905277,764.0,54.0,2142416.715249396,32103.0,14592.0,260094.03,-195109.23,150970.27,29086.605,2345018.5,12066.445,743494.94,1357336.5,706501.8
2023,1658685558980,Kristina Mitchell,Segment 5,Carey LLC,11347570.802198928,0.6,1033.2064017434247,1063.0,6.272453473601997,17.0,762.0,160282.6,1757.0,9898.0,-1531474.8,3427.204,376344.5,-265974.06,-219726.38,-129789.875,-795590.75,-485033.78,-128552.73
2023,5602775326450,Anthony Stone,Segment 4,"Brown, Graham and Newton",5002553.667736953,0.6,1853.621710658823,12.0,8.962240402769035,5.0,54.0,189281.84281545924,1757.0,59732.0,-969552.1,-634475.25,-180569.44,-238966.48,-1109206.2,-93302.0,-606454.56,-571317.0,-93086.85
2023,8952668186287,Ronald Smith,Segment 1,Gregory-Reyes,646463.27849532,0.6,53.3,497.0,5.885297094795244,343.0,146.0,160282.6,1757.0,9563.0,-1498882.1,153375.3,-388624.88,112177.29,945423.2,48791.83,-625023.06,-707442.06,-179121.25
2022,3461047352564,Cynthia Miller MD,Segment 5,"Barnes, Carroll and Griffin",646463.27849532,0.6,861.4075774660485,536.0,8.003626994024446,5.0,54.0,601762.01592304,1757.0,9848.0,-1235307.6,-18574.578,-256775.69,-337273.6,-1214993.8,17387.232,-93947.086,-645872.2,-101272.555
2023,7289946688104,Susan Salas,Segment 3,"Moore, Rasmussen and Davis",646463.27849532,0.6,285.31677786934824,178.0,5.640719828828495,262.0,1724.0,284345.1328277056,1757.0,13573.0,-1574211.9,-178762.6,-391169.53,42110.188,1205103.0,-183873.42,-239882.16,-761636.06,495223.9
2023,6273916813413,Tyler Gamble,Segment 2,Harris Inc,2308719.195906208,35.17689713509306,309.3550452136416,1188.0,6.218824238250884,5.0,1338.0,160282.6,1757.0,14188.0,-835046.94,-211262.8,1256488.9,-437764.25,-1607390.2,-50941.676,-797993.25,-520601.22,476818.03
2023,6118820676894,Debra Smith,Segment 4,Williams-Miller,4349453.807757641,0.6,871.2684413545824,305.0,6.197292393716479,281.0,281.0,160282.6,1757.0,2963.0,-1729232.8,181482.94,-250437.72,-125757.87,1483071.0,379991.06,-673224.6,-615423.06,-455394.94
2023,3968737493854,Kyle Harris,Segment 4,Aguirre-Riley,646463.27849532,0.6,1115.7045798381305,988.0,8.472221027308878,145.0,54.0,160282.6,1757.0,509.0,-1460851.8,17853.68,167947.67,-228430.58,19255.223,113819.72,-744487.2,-781249.25,-829665.44
2023,6949781103743,Melissa Jordan,Segment 5,Miller-Aguilar,646463.27849532,0.6,92.05678856645692,58.0,6.39855120247895,39.0,4480.0,160282.6,1757.0,17659.0,-1127608.8,-213605.16,-390126.4,-521407.9,-236533.53,-466025.66,-927677.75,-491878.84,720300.0
2023,4090100440871,Emily Thompson,Segment 2,"Foster, Simmons and Crawford",3868241.792534016,56.76635046846367,151.97733758718869,6.0,6.252001009225632,163.0,927.0,160282.6,95828.0,10311.0,1950527.9,-375603.62,-459074.78,-696946.1,243832.1,-227987.7,-766853.5,2907002.2,-80210.56
2023,3725587547713,Danielle Arnold,Segment 5,"Edwards, Ross and Barnes",6766812.593447432,19.626354612611262,3891.023407996756,833.0,7.370944332132537,3568.0,54.0,3514085.629718501,1757.0,509.0,-1439468.8,1541940.9,-408065.78,716702.25,876049.9,268451.9,1099763.6,-937592.2,-440382.9
2022,470129586974,Xavier Maldonado,Segment 5,Smith-Cook,646463.27849532,40.23972907281009,642.6444281590726,340.0,5.807026994834208,5.0,54.0,160282.6,13486.0,13274.0,503976.78,229198.5,-217604.77,587320.6,-1773800.9,117035.2,-471190.34,209463.84,390563.97
